fecha,ventas_de_productos_encargados,ventas_de_productos_encargados_b2b,unidades_encargadas,unidades_encargadas_b2b,total_de_articulos_de_un_pedido,total_de_articulos_de_un_pedido_b2b,promedio_de_ventas_por_articulo,promedio_de_ventas_por_pedido_b2b,promedio_de_unidades_por_pedido,promedio_de_unidades_por_pedido_b2b,precio_de_venta_medio,precio_de_venta_medio_b2b,visitas_de_pagina_aplicacion_de_dispositivo_movil,visitas_aplicaciones_de_dispositivos_moviles_b2b,visitas_navegador,visitas_navegador_b2b,visitas_total,visitas_total_b2b,sesiones_aplicaciones_de_dispositivos_moviles,sesiones_aplicaciones_de_dispositivos_moviles_b2b,sesiones_navegador,sesiones_navegador_b2b,sesiones_total,sesiones_total_b2b,porcentaje_de_ofertas_destacadas_buy_box,porcentaje_de_ofertas_destacadas_b2b,porcentaje_de_productos_pedidos_por_sesion,porcentaje_de_articulos_de_un_pedido_encargados_por_sesion_b2b,porcentaje_de_unidades_por_sesion,porcentaje_de_sesiones_de_unidades_b2b,promedio_de_ofertas,promedio_de_productos_parent,unidades_reembolsadas,ratio_de_reembolsos,valoraciones_recibidas,valoraciones_negativas_recibidas,ratio_de_valoraciones_negativas_recibidas,reclamaciones_bajo_la_garantia_de_la_a_a_la_z_concedidas,importe_de_las_reclamaciones,ventas_de_productos_enviados,unidades_enviadas,pedidos_enviados
2025-03-04,450.63,39.99,14,1,14,1,32.19,39.99,10,10,32.19,39.99,299,19,198,6,497,25,194,8,108,6,302,14,0.8,0.8332999999999999,0.0464,0.07139999999999999,0.0464,0.07139999999999999,10,8,0,0.0,1,0,0.0,0,0.0,381.69,16,15
2025-03-05,291.28,0.0,11,0,11,0,26.48,0.0,10,0,26.48,0.0,249,18,102,4,351,22,168,7,85,3,253,10,0.9484,1.0,0.0435,0.0,0.0435,0.0,10,8,1,0.0909,1,0,0.0,0,0.0,236.11,10,10
2025-03-06,409.14,0.0,15,0,15,0,27.28,0.0,10,0,27.28,0.0,354,5,124,3,478,8,198,3,86,2,284,5,0.9790000000000001,1.0,0.0528,0.0,0.0528,0.0,10,8,1,0.0667,0,0,0.0,0,0.0,309.04,14,14
2025-03-07,241.46,0.0,10,0,9,0,26.83,0.0,111,0,24.15,0.0,237,2,105,0,342,2,146,1,81,0,227,1,0.9931,0.0,0.039599999999999996,0.0,0.0441,0.0,10,8,1,0.1,0,0,0.0,0,0.0,230.75,11,11
2025-03-08,499.21,0.0,18,0,18,0,27.73,0.0,10,0,27.73,0.0,174,3,63,0,237,3,116,3,49,0,165,3,0.9848,1.0,0.1091,0.0,0.1091,0.0,10,8,0,0.0,0,0,0.0,0,0.0,305.32,13,12
2025-03-09,309.18,22.0,12,1,12,1,25.76,22.0,10,10,25.76,22.0,301,5,101,3,402,8,183,2,76,2,259,4,0.9601000000000001,0.8,0.0463,0.25,0.0463,0.25,9,8,1,0.0833,0,0,0.0,0,0.0,251.83,13,13
2025-03-10,468.02,0.0,19,0,19,0,24.63,0.0,10,0,24.63,0.0,208,0,83,5,291,5,132,0,69,3,201,3,0.9447,0.4,0.09449999999999999,0.0,0.09449999999999999,0.0,9,8,1,0.0526,0,0,0.0,0,0.0,400.3,19,19
2025-03-11,384.86,22.0,16,1,16,1,24.05,22.0,10,10,24.05,22.0,166,0,96,14,262,14,115,0,67,7,182,7,0.9328,0.5385,0.08789999999999999,0.1429,0.08789999999999999,0.1429,8,8,2,0.125,0,0,0.0,0,0.0,473.68,21,21
2025-03-12,317.41,0.0,13,0,13,0,24.42,0.0,10,0,24.42,0.0,180,0,111,23,291,23,102,0,70,8,172,8,0.9597,0.46149999999999997,0.0756,0.0,0.0756,0.0,8,8,2,0.15380000000000002,0,0,0.0,0,0.0,266.26,14,14
2025-03-13,373.6,0.0,15,0,15,0,24.91,0.0,10,0,24.91,0.0,241,1,114,20,355,21,142,1,71,8,213,9,0.9377,0.6875,0.0704,0.0,0.0704,0.0,10,7,2,0.1333,0,0,0.0,0,0.0,349.1,17,17
2025-03-14,699.45,39.99,26,1,23,1,30.41,39.99,113,10,26.9,39.99,240,6,98,6,338,12,139,3,73,6,212,9,0.9631000000000001,0.875,0.1085,0.11109999999999999,0.1226,0.11109999999999999,10,7,2,0.07690000000000001,0,0,0.0,0,0.0,266.72,12,11
2025-03-15,447.31,39.99,15,1,15,1,29.82,39.99,10,10,29.82,39.99,161,4,108,10,269,14,115,2,74,5,189,7,0.9623,0.6667000000000001,0.0794,0.1429,0.0794,0.1429,11,7,1,0.0667,0,0,0.0,0,0.0,414.6,20,18
2025-03-16,419.0,0.0,18,0,18,0,23.28,0.0,10,0,23.28,0.0,282,3,110,4,392,7,188,2,84,3,272,5,0.929,0.6667000000000001,0.0662,0.0,0.0662,0.0,11,7,1,0.0556,0,0,0.0,0,0.0,229.29,10,10
2025-03-17,602.91,0.0,21,0,21,0,28.71,0.0,10,0,28.71,0.0,264,5,131,7,395,12,149,4,92,5,241,9,0.9587,1.0,0.08710000000000001,0.0,0.08710000000000001,0.0,10,7,1,0.047599999999999996,0,0,0.0,0,0.0,634.61,28,28
2025-03-18,546.21,0.0,19,0,18,0,30.34,0.0,106,0,28.75,0.0,259,5,162,35,421,40,172,3,106,7,278,10,0.8740000000000001,0.6470999999999999,0.0647,0.0,0.0683,0.0,10,7,3,0.15789999999999998,0,0,0.0,0,0.0,409.24,17,17
2025-03-19,463.71,39.99,15,1,14,1,33.12,39.99,107,10,30.91,39.99,232,6,96,21,328,27,149,4,70,14,219,18,0.8795999999999999,0.8125,0.0639,0.0556,0.06849999999999999,0.0556,10,6,1,0.0667,0,0,0.0,0,0.0,401.62,15,15
2025-03-20,507.65,0.0,15,0,14,0,36.26,0.0,107,0,33.84,0.0,193,1,74,8,267,9,112,1,57,6,169,7,0.9688,0.6667000000000001,0.0828,0.0,0.0888,0.0,10,6,1,0.0667,0,0,0.0,0,0.0,384.34,18,16
2025-03-21,209.75,0.0,8,0,8,0,26.22,0.0,10,0,26.22,0.0,197,1,106,12,303,13,137,1,81,10,218,11,0.9811,0.8571,0.036699999999999997,0.0,0.036699999999999997,0.0,10,6,0,0.0,0,0,0.0,0,0.0,450.4,17,16
2025-03-22,167.75,0.0,7,0,7,0,23.96,0.0,10,0,23.96,0.0,233,5,91,4,324,9,169,4,69,4,238,8,0.9926999999999999,1.0,0.0294,0.0,0.0294,0.0,10,6,2,0.2857,1,0,0.0,0,0.0,127.06,5,5
2025-03-23,433.42,0.0,15,0,15,0,28.89,0.0,10,0,28.89,0.0,315,1,142,8,457,9,191,1,102,6,293,7,0.9704,0.75,0.0512,0.0,0.0512,0.0,10,6,1,0.0667,0,0,0.0,0,0.0,348.15,18,18
2025-03-24,500.05,36.53,19,2,19,2,26.32,18.26,10,10,26.32,18.26,284,1,157,12,441,13,175,1,124,10,299,11,0.9458,0.6667000000000001,0.0635,0.1818,0.0635,0.1818,9,6,2,0.10529999999999999,0,0,0.0,0,0.0,277.48,11,11
2025-03-25,588.67,0.0,23,0,21,0,28.03,0.0,11,0,25.59,0.0,267,0,145,2,412,2,197,0,118,2,315,2,0.9403,1.0,0.0667,0.0,0.073,0.0,9,6,1,0.0435,1,1,1.0,0,0.0,487.81,22,20
2025-03-26,401.9,39.99,16,1,16,1,25.12,39.99,10,10,25.12,39.99,217,2,100,6,317,8,144,2,71,4,215,6,0.938,0.7143,0.07440000000000001,0.16670000000000001,0.07440000000000001,0.16670000000000001,9,6,1,0.0625,0,0,0.0,0,0.0,352.89,17,17
2025-03-27,276.5,0.0,11,0,10,0,27.65,0.0,11,0,25.14,0.0,183,3,94,1,277,4,122,3,73,1,195,4,0.9628,1.0,0.0513,0.0,0.0564,0.0,9,6,0,0.0,0,0,0.0,0,0.0,350.62,17,17
2025-03-28,251.5,0.0,10,0,10,0,25.15,0.0,10,0,25.15,0.0,145,3,103,3,248,6,99,3,81,3,180,6,0.9952,0.75,0.0556,0.0,0.0556,0.0,9,6,1,0.1,0,0,0.0,0,0.0,151.24,8,7
2025-03-29,327.33,0.0,13,0,13,0,25.18,0.0,10,0,25.18,0.0,182,0,68,5,250,5,116,0,46,5,162,5,0.9904000000000001,0.75,0.0802,0.0,0.0802,0.0,9,6,0,0.0,0,0,0.0,0,0.0,263.22,12,12
2025-03-30,404.25,0.0,16,0,16,0,25.27,0.0,10,0,25.27,0.0,200,2,95,0,295,2,136,2,63,0,199,2,0.9698,0.0,0.08039999999999999,0.0,0.08039999999999999,0.0,9,6,1,0.0625,0,0,0.0,0,0.0,235.54,12,12
2025-03-31,290.17,0.0,12,0,12,0,24.18,0.0,10,0,24.18,0.0,203,2,100,3,303,5,141,2,77,3,218,5,0.9423,0.3333,0.055,0.0,0.055,0.0,9,6,1,0.0833,0,0,0.0,0,0.0,188.23,10,10
2025-04-01,273.75,0.0,9,0,9,0,30.42,0.0,10,0,30.42,0.0,184,7,129,5,313,12,123,3,76,5,199,8,0.9559000000000001,1.0,0.0452,0.0,0.0452,0.0,9,6,0,0.0,0,0,0.0,0,0.0,212.81,9,9
2025-04-02,339.66,0.0,15,0,12,0,28.3,0.0,125,0,22.64,0.0,149,2,108,7,257,9,110,2,80,6,190,8,0.9821,1.0,0.0632,0.0,0.0789,0.0,11,6,0,0.0,0,0,0.0,0,0.0,334.92,15,15
2025-04-03,254.0,0.0,10,0,10,0,25.4,0.0,10,0,25.4,0.0,195,1,74,3,269,4,124,1,53,2,177,3,0.9913,1.0,0.0565,0.0,0.0565,0.0,11,6,0,0.0,0,0,0.0,0,0.0,333.48,18,16
2025-04-04,132.41,0.0,5,0,5,0,26.48,0.0,10,0,26.48,0.0,190,7,124,0,314,7,140,5,82,0,222,5,0.9928,1.0,0.0225,0.0,0.0225,0.0,11,6,2,0.4,0,0,0.0,0,0.0,216.32,9,9
2025-04-05,199.0,0.0,7,0,7,0,28.43,0.0,10,0,28.43,0.0,210,2,73,7,283,9,140,1,53,4,193,5,0.9871,0.875,0.0363,0.0,0.0363,0.0,11,6,0,0.0,0,0,0.0,0,0.0,127.27,5,5
2025-04-06,172.0,0.0,7,0,7,0,24.57,0.0,10,0,24.57,0.0,221,1,116,4,337,5,145,1,74,4,219,5,0.9829000000000001,1.0,0.032,0.0,0.032,0.0,11,6,1,0.1429,0,0,0.0,0,0.0,164.46,7,7
2025-04-07,319.0,0.0,13,0,13,0,24.54,0.0,10,0,24.54,0.0,195,0,109,9,304,9,134,0,83,4,217,4,0.9549,0.1429,0.0599,0.0,0.0599,0.0,11,6,2,0.15380000000000002,0,0,0.0,0,0.0,212.4,11,11
2025-04-08,419.33,0.0,17,0,17,0,24.67,0.0,10,0,24.67,0.0,222,2,111,6,333,8,139,2,89,6,228,8,0.9756999999999999,1.0,0.0746,0.0,0.0746,0.0,10,6,1,0.0588,0,0,0.0,0,0.0,308.06,16,16
2025-04-09,458.23,40.0,20,2,18,1,25.46,40.0,111,20,22.91,20.0,196,9,114,6,310,15,137,4,88,4,225,8,0.9464,0.6154,0.08,0.125,0.0889,0.25,10,6,1,0.05,0,0,0.0,0,0.0,317.36,16,16
2025-04-10,147.0,0.0,6,0,6,0,24.5,0.0,10,0,24.5,0.0,244,0,110,2,354,2,157,0,83,2,240,2,0.9615,0.0,0.025,0.0,0.025,0.0,15,7,1,0.16670000000000001,0,0,0.0,0,0.0,254.34,13,11
2025-04-11,214.4,39.99,7,1,7,1,30.63,39.99,10,10,30.63,39.99,179,1,100,12,279,13,120,1,72,8,192,9,0.9751000000000001,1.0,0.0365,0.11109999999999999,0.0365,0.11109999999999999,15,7,0,0.0,0,0,0.0,0,0.0,197.52,9,9
2025-04-12,154.69,0.0,5,0,5,0,30.94,0.0,10,0,30.94,0.0,189,9,72,12,261,21,134,3,52,5,186,8,0.9505,0.8332999999999999,0.0269,0.0,0.0269,0.0,15,7,2,0.4,0,0,0.0,0,0.0,135.53,5,5
2025-04-13,261.0,0.0,9,0,9,0,29.0,0.0,10,0,29.0,0.0,262,2,125,2,387,4,147,1,72,1,219,2,0.9122,1.0,0.041100000000000005,0.0,0.041100000000000005,0.0,15,7,0,0.0,0,0,0.0,0,0.0,78.51,4,4
2025-04-14,321.33,0.0,12,0,12,0,26.78,0.0,10,0,26.78,0.0,188,6,124,11,312,17,138,5,96,8,234,13,0.938,0.9,0.0513,0.0,0.0513,0.0,15,7,1,0.0833,0,0,0.0,0,0.0,327.27,15,15
2025-04-15,328.74,25.0,11,1,11,1,29.89,25.0,10,10,29.89,25.0,192,2,127,4,319,6,126,2,94,4,220,6,0.9754,0.8,0.05,0.16670000000000001,0.05,0.16670000000000001,15,7,1,0.0909,1,0,0.0,0,0.0,348.76,14,14
2025-04-16,286.99,39.99,10,1,10,1,28.7,39.99,10,10,28.7,39.99,164,1,112,3,276,4,124,1,85,3,209,4,0.9595,1.0,0.0478,0.25,0.0478,0.25,15,7,0,0.0,0,0,0.0,0,0.0,185.12,7,7
2025-04-17,177.0,0.0,8,0,8,0,22.12,0.0,10,0,22.12,0.0,126,1,99,2,225,3,98,1,73,2,171,3,0.9091,1.0,0.046799999999999994,0.0,0.046799999999999994,0.0,15,7,1,0.125,0,0,0.0,0,0.0,131.4,6,6
2025-04-18,45.41,0.0,2,0,2,0,22.7,0.0,10,0,22.7,0.0,142,1,108,2,250,3,101,1,74,1,175,2,0.8848,1.0,0.011399999999999999,0.0,0.011399999999999999,0.0,14,7,0,0.0,0,0,0.0,0,0.0,33.06,2,2
2025-04-19,321.33,0.0,12,0,12,0,26.78,0.0,10,0,26.78,0.0,224,12,78,6,302,18,144,11,60,6,204,17,0.9813,1.0,0.0588,0.0,0.0588,0.0,14,7,0,0.0,0,0,0.0,0,0.0,86.78,5,5
2025-04-20,326.66,20.0,12,1,11,1,29.7,20.0,109,10,27.22,20.0,224,5,83,2,307,7,162,4,72,2,234,6,0.9745,1.0,0.047,0.16670000000000001,0.0513,0.16670000000000001,14,7,0,0.0,0,0,0.0,0,0.0,278.5,13,13
2025-04-21,219.71,0.0,10,0,10,0,21.97,0.0,10,0,21.97,0.0,191,7,85,1,276,8,133,6,64,1,197,7,0.9592,1.0,0.0508,0.0,0.0508,0.0,14,7,0,0.0,0,0,0.0,0,0.0,300.0,13,13
2025-04-22,410.86,16.53,17,1,17,1,24.17,16.53,10,10,24.17,16.53,239,4,126,10,365,14,152,3,86,6,238,9,0.9459000000000001,1.0,0.07139999999999999,0.11109999999999999,0.07139999999999999,0.11109999999999999,14,7,0,0.0,0,0,0.0,0,0.0,242.98,12,12
2025-04-23,287.41,0.0,12,0,12,0,23.95,0.0,10,0,23.95,0.0,208,5,110,6,318,11,155,4,80,4,235,8,0.9236,0.875,0.051100000000000007,0.0,0.051100000000000007,0.0,14,7,1,0.0833,0,0,0.0,0,0.0,249.59,13,13
2025-04-24,497.36,0.0,18,0,18,0,27.63,0.0,10,0,27.63,0.0,183,1,123,2,306,3,121,1,93,2,214,3,0.8885,0.3333,0.08410000000000001,0.0,0.08410000000000001,0.0,14,7,3,0.16670000000000001,0,0,0.0,0,0.0,399.18,19,18
2025-04-25,217.0,0.0,9,0,9,0,24.11,0.0,10,0,24.11,0.0,157,3,64,1,221,4,104,2,54,1,158,3,0.975,0.0,0.057,0.0,0.057,0.0,14,7,0,0.0,0,0,0.0,0,0.0,304.13,14,14
2025-04-26,242.33,0.0,11,0,11,0,22.03,0.0,10,0,22.03,0.0,154,9,119,3,273,12,98,4,72,1,170,5,0.9606999999999999,1.0,0.0647,0.0,0.0647,0.0,14,7,1,0.0909,0,0,0.0,0,0.0,218.18,11,11
2025-04-27,329.38,0.0,11,0,11,0,29.94,0.0,10,0,29.94,0.0,202,2,68,2,270,4,138,2,56,2,194,4,0.9322,0.0,0.0567,0.0,0.0567,0.0,14,7,1,0.0909,0,0,0.0,0,0.0,88.43,4,4
2025-04-28,147.74,0.0,6,0,6,0,24.62,0.0,10,0,24.62,0.0,89,2,26,1,115,3,57,1,23,1,80,2,0.8889,1.0,0.075,0.0,0.075,0.0,14,7,0,0.0,0,0,0.0,0,0.0,109.09,5,5
2025-04-29,344.1,42.0,12,1,12,1,28.68,42.0,10,10,28.68,42.0,151,7,87,0,238,7,92,4,63,0,155,4,0.9303,1.0,0.0774,0.25,0.0774,0.25,14,7,2,0.16670000000000001,0,0,0.0,0,0.0,78.51,4,4
2025-04-30,461.99,59.99,20,2,19,2,24.32,30.0,105,10,23.1,30.0,229,0,88,11,317,11,144,0,62,8,206,8,0.9348000000000001,1.0,0.0922,0.25,0.0971,0.25,14,7,0,0.0,0,0,0.0,0,0.0,316.53,14,14
2025-05-01,219.41,0.0,8,0,8,0,27.43,0.0,10,0,27.43,0.0,247,2,61,0,308,2,185,2,55,0,240,2,0.9773000000000001,0.0,0.0333,0.0,0.0333,0.0,14,7,0,0.0,0,0,0.0,0,0.0,210.74,11,11
2025-05-02,494.41,0.0,16,0,15,0,32.96,0.0,107,0,30.9,0.0,172,1,131,6,303,7,117,1,96,3,213,4,0.9621,0.5,0.0704,0.0,0.0751,0.0,14,7,0,0.0,0,0,0.0,0,0.0,423.97,20,19
2025-05-03,223.0,0.0,9,0,9,0,24.78,0.0,10,0,24.78,0.0,174,3,69,0,243,3,118,3,52,0,170,3,0.9484,0.6667000000000001,0.0529,0.0,0.0529,0.0,14,7,0,0.0,0,0,0.0,0,0.0,319.83,12,12
2025-05-04,177.41,20.0,7,1,7,1,25.34,20.0,10,10,25.34,20.0,240,2,94,0,334,2,156,2,74,0,230,2,0.9466,1.0,0.0304,0.5,0.0304,0.5,14,7,0,0.0,0,0,0.0,0,0.0,266.94,11,10
2025-05-05,256.53,16.53,12,1,12,1,21.38,16.53,10,10,21.38,16.53,129,1,100,5,229,6,79,1,72,5,151,6,0.9154000000000001,0.8,0.0795,0.16670000000000001,0.0795,0.16670000000000001,14,7,1,0.0833,0,0,0.0,0,0.0,279.34,14,14
2025-05-06,195.0,0.0,9,0,7,0,27.86,0.0,129,0,21.67,0.0,92,1,70,0,162,1,60,1,55,0,115,1,0.9484999999999999,0.0,0.060899999999999996,0.0,0.0783,0.0,14,7,0,0.0,0,0,0.0,0,0.0,194.22,11,10
2025-05-07,260.0,0.0,12,0,11,0,23.64,0.0,109,0,21.67,0.0,144,1,47,0,191,1,99,1,40,0,139,1,0.9018,0.0,0.0791,0.0,0.0863,0.0,14,7,1,0.0833,0,0,0.0,0,0.0,268.6,15,14
2025-05-08,289.0,0.0,11,0,11,0,26.27,0.0,10,0,26.27,0.0,135,1,55,1,190,2,94,1,44,1,138,2,0.8902,1.0,0.0797,0.0,0.0797,0.0,14,7,1,0.0909,1,0,0.0,0,0.0,288.43,14,14
2025-05-09,280.0,0.0,12,0,7,0,40.0,0.0,171,0,23.33,0.0,138,0,43,0,181,0,87,0,37,0,124,0,0.9308,0.0,0.0565,0.0,0.0968,0.0,14,7,0,0.0,0,0,0.0,0,0.0,165.29,9,9
2025-05-10,197.41,0.0,8,0,8,0,24.68,0.0,10,0,24.68,0.0,140,0,60,4,200,4,85,0,42,3,127,3,0.8941,0.5,0.063,0.0,0.063,0.0,14,7,0,0.0,0,0,0.0,0,0.0,212.39,10,7
