return_date,order_id,sku,asin,fnsku,product_name,quantity,fulfillment_center_id,detailed_disposition,reason,status,license_plate_number,customer_comments,return_day,return_month,return_year,return_weekday,return_hour_block,is_weekend
2025-06-02 23:06:35+00:00,402-2079237-8176332,4R-VSV0-WZ9Z,B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,1,MAD4,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,LPNWE312067094,Sin comentarios,2,6,2025,Monday,Noche (18-24h),False
2025-06-01 06:23:34+00:00,306-9223559-0524344,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,PRG2,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,LPNHE933049705,Sin comentarios,1,6,2025,Sunday,Madrugada (0-6h),True
2025-05-30 22:51:40+00:00,405-5790087-5333154,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,WRO1,CARRIER_DAMAGED,DAMAGED_BY_CARRIER,Reimbursed,LPNWE306253783,Sin comentarios,30,5,2025,Friday,Noche (18-24h),False
2025-05-30 12:43:51+00:00,403-3940276-9649966,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,PRESSURIZZATORE TUBOX4 Crystal con Pompa con MANOMETRO BETO per Tutte Le Barche con 3 O 4 Palline da Tennis E Padel.,1,MXP5,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNRP050634984,non mantiene la pressione,30,5,2025,Friday,Mañana (6-12h),False
2025-05-30 04:44:49+00:00,407-0941064-3876354,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,WRO1,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNHK347786166,La bomba de insuflar presión o no funciona o cuesta demasiado ejercer la presión.,30,5,2025,Friday,Madrugada (0-6h),False
2025-05-29 19:28:11+00:00,407-7481435-0275521,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Tryckbåt för paddel och tennisbollar | TUBOX4 Crystal (INGEN pump) | Kompressor för bollar | Oumbärliga tillbehör,1,BTS2,SELLABLE,NO_REASON_GIVEN,Unit returned to inventory,LPNHE952863707,Sin comentarios,29,5,2025,Thursday,Noche (18-24h),False
2025-05-29 19:01:17+00:00,406-4799385-3413967,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,BTS2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNWE310316926,Viene sin bomba,29,5,2025,Thursday,Noche (18-24h),False
2025-05-29 10:36:05+00:00,305-8840288-1573918,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,BTS2,CUSTOMER_DAMAGED,NO_REASON_GIVEN,Unit returned to inventory,LPNRP035402869,Sin comentarios,29,5,2025,Thursday,Mañana (6-12h),False
2025-05-29 00:12:12+00:00,305-8552735-7629101,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,BTS2,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,LPNRP047847672,Sin comentarios,29,5,2025,Thursday,Madrugada (0-6h),False
2025-05-28 16:48:39+00:00,407-5303561-0097921,4R-VSV0-WZ9Z,B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,1,MAD4,SELLABLE,NEVER_ARRIVED,Unit returned to inventory,LPNWE312303960,Sin comentarios,28,5,2025,Wednesday,Tarde (12-18h),False
2025-05-28 16:34:49+00:00,404-6209694-5709915,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,MAD4,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,LPNWE312303988,Sin comentarios,28,5,2025,Wednesday,Tarde (12-18h),False
2025-05-28 14:05:22+00:00,403-0728849-5567507,MD-R60M-OYR1,B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,1,MAD4,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,LPNWE306797441,Sin comentarios,28,5,2025,Wednesday,Tarde (12-18h),False
2025-05-28 00:28:59+00:00,406-4877115-6475557,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,WRO1,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNRP044520257,Pierde la presión del aire,28,5,2025,Wednesday,Madrugada (0-6h),False
2025-05-26 22:58:04+00:00,306-6770423-3162733,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,BTS2,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNRP050777079,"lässt sich nicht gut abdichten, der Dichtungsring müsste fest eingesetzt sein",26,5,2025,Monday,Noche (18-24h),False
2025-05-26 05:36:49+00:00,306-4886113-8404350,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,LCJ4,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNHK398333764,Z,26,5,2025,Monday,Madrugada (0-6h),False
2025-05-26 02:59:47+00:00,403-0810435-2033948,MD-R60M-OYR1,B0786KK4TG,X002326XGB,"TUBOPLUS C1-O2UC-HPCJ Pressuriseur de Balles pour Tennis et Padel Adulte Unisexe, Bleu, 4 Boules",1,MAD4,SELLABLE,NO_REASON_GIVEN,Unit returned to inventory,LPNWE290966380,Sin comentarios,26,5,2025,Monday,Madrugada (0-6h),False
2025-05-25 13:16:15+00:00,406-3284089-3384363,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,MAD4,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNWE315387182,"No leí bien que no trai la bomba , ya que me guíe solo por las imagines",25,5,2025,Sunday,Tarde (12-18h),True
2025-05-25 07:19:34+00:00,171-9196981-5839519,MD-R60M-OYR1,B0786KK4TG,X002326XGB,"TUBOPLUS C1-O2UC-HPCJ Pressuriseur de Balles pour Tennis et Padel Adulte Unisexe, Bleu, 4 Boules",1,BTS2,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNHE951082198,Sin comentarios,25,5,2025,Sunday,Mañana (6-12h),True
2025-05-21 20:31:50+00:00,404-6153083-8096341,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,MAD4,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNWE310080678,"Me han mandado ya tres de estos, yo solo compré uno y siguen enviándome",21,5,2025,Wednesday,Noche (18-24h),False
2025-05-21 12:49:10+00:00,404-5351753-3881927,MD-R60M-OYR1,B0786KK4TG,X002326XGB,"TUBOPLUS C1-O2UC-HPCJ Pressuriseur de Balles pour Tennis et Padel Adulte Unisexe, Bleu, 4 Boules",1,BTS2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNHE950835269,Pressuriseur pour 4 balles dans la description alors qu’il ne peut contenir que 3 balles c’est pour cela que je le revois . Cordialement.,21,5,2025,Wednesday,Mañana (6-12h),False
2025-05-21 01:21:23+00:00,028-0363728-9588332,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,LCJ4,CUSTOMER_DAMAGED,NO_REASON_GIVEN,Unit returned to inventory,LPNRP038792690,Sin comentarios,21,5,2025,Wednesday,Madrugada (0-6h),False
2025-05-20 19:55:46+00:00,407-9637002-5445927,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,WRO1,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNRP050717553,Sin comentarios,20,5,2025,Tuesday,Noche (18-24h),False
2025-05-20 11:58:05+00:00,405-8195324-3924308,84-F0A5-X7S1,B07ZTHSVCK,X001T0EPOZ,PRESSURISEUR TUBOX4 Crystal avec Pompe MANOMETRE BETO pour Tous Les Bateaux avec 3 OU 4 Tennis ET BALLES DE Padel.,1,MAD4,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,LPNWE306521300,Sin comentarios,20,5,2025,Tuesday,Mañana (6-12h),False
2025-05-20 04:41:07+00:00,305-3205411-9126734,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,LCJ4,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNHK400955991,"Obwohl alles beachtet, dichtung kontrolliert, gut verschlossen, verliert der Behälter nach wenigen Stunden den Druck und ist somit absolut UNBRAUCHBAR",20,5,2025,Tuesday,Madrugada (0-6h),False
2025-05-19 16:49:11+00:00,403-0372537-2905961,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,WRO1,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNRP040684059,El producto pierde presión. Producto defectuoso,19,5,2025,Monday,Tarde (12-18h),False
2025-05-15 15:03:33+00:00,408-4338485-8719548,TUBOX3-WHI,B0BTDTVCG2,X001PQP7JP,TUBOPLUS TuboX3 Pressurisateur de balles de tennis et padel Blanc,1,BTS2,SELLABLE,NO_REASON_GIVEN,Unit returned to inventory,LPNRP043485910,Sin comentarios,15,5,2025,Thursday,Tarde (12-18h),False
2025-05-15 12:33:24+00:00,402-4193822-3584320,4R-VSV0-WZ9Z,B0D87X42RN,X00231GYQL,TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado,1,WRO1,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,LPNWE310549481,Color,15,5,2025,Thursday,Mañana (6-12h),False
2025-05-15 01:31:43+00:00,302-2906984-1724353,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,LCJ4,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNRP050541557,Druckbehälter hält nicht dicht. Mehrmals probiert - auch über Nacht stehen lassen. Verliert immer den Druck.,15,5,2025,Thursday,Madrugada (0-6h),False
2025-05-11 14:30:53+00:00,171-9682996-8589164,MD-R60M-OYR1,B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,1,MAD4,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,LPNRP044654520,Sin comentarios,11,5,2025,Sunday,Tarde (12-18h),True
2025-05-10 01:07:22+00:00,404-5745418-5764336,MD-R60M-OYR1,B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,1,BTS2,SELLABLE,NO_REASON_GIVEN,Unit returned to inventory,LPNWE306841327,Me han hablado de que no es bueno,10,5,2025,Saturday,Madrugada (0-6h),True
2025-05-08 00:42:23+00:00,408-3682165-6636356,TUBOX3-WHI,B0BTDTVCG2,X001PQP7JP,TUBOPLUS TuboX3 Pressurisateur de balles de tennis et padel Blanc,1,BTS2,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,LPNHE945989337,Sin comentarios,8,5,2025,Thursday,Madrugada (0-6h),False
2025-05-07 06:54:55+00:00,405-8586509-0861910,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,MAD4,SELLABLE,NEVER_ARRIVED,Unit returned to inventory,LPNWE268288443,Sin comentarios,7,5,2025,Wednesday,Madrugada (0-6h),False
2025-05-05 09:16:50+00:00,305-4511231-7254730,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,BTS2,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,LPNRP044327984,Sin comentarios,5,5,2025,Monday,Mañana (6-12h),False
2025-05-04 07:22:48+00:00,406-9686148-9346703,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,PRESSURISEUR TUBOX4 Crystal avec Pompe MANOMETRE BETO pour Tous Les Bateaux avec 3 OU 4 Tennis ET BALLES DE Padel.,1,BTS2,SELLABLE,MISSED_ESTIMATED_DELIVERY,Unit returned to inventory,LPNHE946765443,Colis déposé dans la mauvaise boîte aux lettre par le transporteur mais retrouvé quelques jours plus tard ́mais après un départ à l&#39;étranger. Je ne peux donc pas utiliser le produit,4,5,2025,Sunday,Mañana (6-12h),True
2025-04-30 10:14:39+00:00,303-2314133-8316348,IB-IKLG-TV8H,B0183RZ2VI,X000GERVU5,TUBOPLUS Behälter Steht unter Druck (BLAU) Tennis/Padel,1,LCJ4,CUSTOMER_DAMAGED,NO_REASON_GIVEN,Unit returned to inventory,LPNHK354859554,Sin comentarios,30,4,2025,Wednesday,Mañana (6-12h),False
2025-04-30 09:52:37+00:00,403-6573098-3445926,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,MAD4,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,LPNWE311421660,Sin comentarios,30,4,2025,Wednesday,Mañana (6-12h),False
2025-04-30 01:19:15+00:00,406-8667865-7517913,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,PRESSURIZZATORE TUBOX4 Crystal con Pompa con MANOMETRO BETO per Tutte Le Barche con 3 O 4 Palline da Tennis E Padel.,1,BTS2,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNRP038760272,La pompa non funziona . Non apre la valvola ed impedisce l’entrata dell’aria nel tubo,30,4,2025,Wednesday,Madrugada (0-6h),False
2025-04-29 20:40:43+00:00,408-3352422-8092309,MD-R60M-OYR1,B0786KK4TG,X002326XGB,TuboPlus- TUBOX3 BLU 2020 Pallina da tennis e paddle Pressurizer Bottle - Salva le palle da un tubo !! - Più vita per le tue palle - Made in Zaragoza -Spain -,1,BTS2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNHE910958262,Regalo errato,29,4,2025,Tuesday,Noche (18-24h),False
2025-04-29 19:48:36+00:00,406-8088043-3085167,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,MAD4,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,LPNWE316594181,Sin comentarios,29,4,2025,Tuesday,Noche (18-24h),False
2025-04-29 13:33:16+00:00,171-5225562-9097952,IB-IKLG-TV8H,B0183RZ2VI,X000GERVU5,TuboPlus- TUBOX3 Orange 2020 Pallina da Tennis e Paddle Bottle Pressurizer Bottle - Salva Le Palle per Un Tubo !! - più Vita per Le tue Palle - Made in Zaragoza -Spain -,1,MXP5,DEFECTIVE,DEFECTIVE,Unit returned to inventory,LPNRP038765672,non funziona come descritto...forse perchè non chiude proprio ermeticamente,29,4,2025,Tuesday,Tarde (12-18h),False
2025-04-29 08:51:52+00:00,303-6527637-8929145,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,LCJ4,CUSTOMER_DAMAGED,NO_REASON_GIVEN,Unit returned to inventory,LPNHK390853924,Sin comentarios,29,4,2025,Tuesday,Mañana (6-12h),False
2025-04-27 18:33:09+00:00,404-0852299-0733902,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,MAD4,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNWE310316926,Sin comentarios,27,4,2025,Sunday,Tarde (12-18h),True
2025-04-27 14:02:41+00:00,403-0188155-6037919,29PSIX3_SB,B0F1F4FM85,X0029D0DRJ,TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida),1,MAD4,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,LPNRP040449566,Sin comentarios,27,4,2025,Sunday,Tarde (12-18h),True
2025-04-25 14:34:08+00:00,404-9158334-2275504,MD-R60M-OYR1,B0786KK4TG,X002326XGB,"TUBOPLUS TuboX3 - Pressurizzatore a Sfera per Tennis e Paddle, Blu",1,BTS2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,LPNHE899328931,Non più necessario,25,4,2025,Friday,Tarde (12-18h),False
2025-04-24 15:57:00+00:00,405-0313456-8201970,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables,1,MAD4,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNWE306072539,"Ya recibí uno de estos hace un mes , este yo no lo he pedido , y si lo he pedido ha sido por error , gracias",24,4,2025,Thursday,Tarde (12-18h),False
2025-04-24 06:46:27+00:00,405-3782768-3037919,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,MAD4,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNWE311485440,error de compra en descripcion producto,24,4,2025,Thursday,Madrugada (0-6h),False
2025-04-23 18:47:13+00:00,403-4656326-7086745,UG-965T-RORR,B07ZTHSVCK,X0013ZBBK7,TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel,1,WRO1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNWE288374563,Solo necesitaba uno y he comprado 2,23,4,2025,Wednesday,Tarde (12-18h),False
2025-04-23 12:17:15+00:00,408-0975098-5420303,TUBOX3-WHI,B0BTDTVCG2,X001PQP7JP,TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco,1,MAD4,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,LPNWE309952489,Sin comentarios,23,4,2025,Wednesday,Mañana (6-12h),False
2025-04-23 00:59:22+00:00,406-4821170-8809132,MD-R60M-OYR1,B0786KK4TG,X002326XGB,Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul,1,WRO1,SELLABLE,NO_REASON_GIVEN,Unit returned to inventory,LPNHK348557558,Sin comentarios,23,4,2025,Wednesday,Madrugada (0-6h),False
2025-04-23 00:54:26+00:00,305-7949531-7784345,TUBOX4-CRY-SB,B0BTDS4GYS,X001PQP7KJ,TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör,1,LCJ4,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,LPNHK390800465,Sin comentarios,23,4,2025,Wednesday,Madrugada (0-6h),False
