"return-date","order-id","sku","asin","fnsku","product-name","quantity","fulfillment-center-id","detailed-disposition","reason","status","license-plate-number","customer-comments"
"2025-02-11T18:02:56+00:00","405-5634037-0938720","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP035444529","Pierde presión a los dos días. No me sirve si pierdo la presión."
"2025-02-11T10:11:29+00:00","407-6512091-6477122","35-DQ86-IJB4","B09266N893","X001D1A0DZ","TUBOX3 + Bomba - Presurizador Pelotas Pádel | Multiplica X7 La Vida De Tus Pelotas | Recupera La Presión De Tus Bolas Después De Cada Partido | Bote para 3 Pelotas | Accesorios Pádel","1","MAD4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP028977976","Pierde aire"
"2025-02-11T02:46:59+00:00","171-3889788-8254705","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE287388968","Era para un regalo y tenía otro igual"
"2025-02-10T17:54:28+00:00","406-4211012-7787512","35-DQ86-IJB4","B09266N893","X001D1A0DZ","TUBOX3 + BOMBA - Presurizador Pelotas Pádel | Multiplica X7 La Vida De Tus Pelotas | Recupera La Presión De Tus Bolas Después De Cada Partido | Bote Para 3 Pelotas | Accesorios Pádel","1","MAD4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP036429065",
"2025-02-10T10:42:16+00:00","402-1191294-8529158","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNWE256015254","Faltan piezas"
"2025-02-09T19:48:36+00:00","406-7258501-6853128","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE276284003","Necesitaba el bombin"
"2025-02-09T17:18:31+00:00","404-8717448-7165955","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE291253603","Era un regalo y lo tenian"
"2025-02-08T17:50:50+00:00","171-5293075-2779558","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE290989991","La persona a la que se lo regalé ya tenía este artículo"
"2025-02-08T15:21:03+00:00","406-5086860-5311509","TUBOX3-WHI","B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE255477762",
"2025-02-07T14:35:44+00:00","405-7062650-3349936","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNIC000885733",
"2025-02-07T12:20:16+00:00","408-0782414-0113142","4R-VSV0-WZ9Z","B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","1","MAD4","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNWE290481676",
"2025-02-07T05:30:03+00:00","403-2370405-7081132","UG-965T-RORR","B07ZTHSVCK","X0013ZBBK7","PRESSURIZZATORE TUBOX4 Crystal con Pompa con MANOMETRO BETO per Tutte Le Barche con 3 O 4 Palline da Tennis E Padel.","1","MXP5","DEFECTIVE","UNWANTED_ITEM","Unit returned to inventory","LPNHE867337377","Non chiare le istruzioni. Poco funzionale"
"2025-02-06T19:11:14+00:00","406-1835643-8348368","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE290480836",
"2025-02-06T16:45:16+00:00","406-5804433-2245104","4R-VSV0-WZ9Z","B0D87X42RN","X00231GYQL","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Dorado","1","MAD4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNWE291829957",
"2025-02-06T13:27:05+00:00","171-0915935-1140320","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNRP034677263","No es lo que quería"
"2025-02-06T02:24:31+00:00","407-8000523-7475561","UG-965T-RORR","B07ZTHSVCK","X0013ZBBK7","PRESSURIZZATORE TUBOX4 Crystal con Pompa con MANOMETRO BETO per Tutte Le Barche con 3 O 4 Palline da Tennis E Padel.","1","BTS2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNHE877230939","Testato con palline utilizzate un paio di volte ma non hanno migliorato la pressione."
"2025-02-05T21:17:44+00:00","402-4532113-5023524","TUBOX3-WHI","B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE275818116","No gustó"
"2025-02-05T19:25:33+00:00","402-7578876-1568340","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","DEFECTIVE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNWE291294290","En la web especificaba que incluia bomba de aire. En el paquete que hemos recibido no incluye la bomba."
"2025-02-05T15:38:24+00:00","408-3357894-9169164","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNIC001322147","T"
"2025-02-05T06:25:58+00:00","305-6851791-8876302","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","1","LCJ4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNHK330525035",
"2025-02-04T16:55:51+00:00","402-9167211-7043556","TUBOX3-WHI","B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNIC000611562",
"2025-02-04T03:10:38+00:00","405-8681102-6094741","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE276903917","Le han regalado el mismo producto dos veces"
"2025-02-04T00:03:03+00:00","406-8274374-6296306","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboPlus - TUBOX3 Blue 2020 Bouteille de Tennis et Bouteille de pressuriseur à Palette - Économisez des balles par Un Tube !! - Plus de Vie pour Vos balles - Fabriqué à Zaragoza - Espagne","1","BTS2","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNHE916480341",
"2025-02-03T15:51:07+00:00","405-6713714-5816326","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNIC000302121",
"2025-02-02T18:01:18+00:00","171-3435560-4082709","TUBOX3-PINK","B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Rosa","1","MAD4","SELLABLE","EXTRA_ITEM","Unit returned to inventory","LPNIC022691607","Suscripción realizada por error"
"2025-01-29T17:29:17+00:00","403-8779165-5873160","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNIC000413031","Fue comprado por error."
"2025-01-29T15:45:52+00:00","403-6993413-2666756","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNIC000446591","Me interesa más otro diferente, por tener bomba"
"2025-01-29T14:56:18+00:00","407-9520902-4173124","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE275832356",
"2025-01-29T08:10:19+00:00","408-2226301-0695520","UG-965T-RORR","B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","1","MAD4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP036543712","El producto viene roto, ya que no coje presión, tiene una raja en la parte inferior y le impide su correcto funcionamiento"
"2025-01-25T14:45:19+00:00","407-5226051-1402766","UG-965T-RORR","B07ZTHSVCK","X0013ZBBK7","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNIC022564174",
"2025-01-24T17:56:43+00:00","408-4508873-3985930","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNIC022488638",
"2025-01-24T16:49:53+00:00","405-0573175-5702730","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNIC022554339","Era para un regalo que finalmente no hice"
"2025-01-24T00:33:03+00:00","407-7638743-8605107","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE275885834","No ha triunfado como regalo"
"2025-01-23T19:40:34+00:00","408-4500585-7720350","TUBOX3-PINK","B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Rosa","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNIC022691607",
"2025-01-23T06:29:23+00:00","405-2674862-3106723","UG-965T-RORR","B07ZTHSVCK","X0013ZBBK7","PRESSURISEUR TUBOX4 Crystal avec Pompe MANOMETRE BETO pour Tous Les Bateaux avec 3 OU 4 Tennis ET BALLES DE Padel.","1","BTS2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP036307790","Impossible de mettre en pression la boîte à balles"
"2025-01-22T04:21:59+00:00","403-4203768-5087548","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE287088933",
"2025-01-22T00:59:35+00:00","407-6874118-6076365","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboPlus- TUBOX3 Blu 2020 Pallina da Tennis e Paddle Pressurizer Bottle - Salva Le Palle da Un Tubo !! - più Vita per Le tue Palle - Made in Zaragoza -Spain -","1","BTS2","CUSTOMER_DAMAGED","NO_REASON_GIVEN","Unit returned to inventory","LPNHE896485541",
"2025-01-20T10:31:24+00:00","407-7234598-0329113","TUBOX3-PINK","B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Color Pressurizzatore per palline da tennis e paddle | colore rosa","1","MXP5","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNHE868226933",
"2025-01-20T10:31:24+00:00","407-7234598-0329113","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboPlus- TUBOX3 Blu 2020 Pallina da Tennis e Paddle Pressurizer Bottle - Salva Le Palle da Un Tubo !! - più Vita per Le tue Palle - Made in Zaragoza -Spain -","1","MXP5","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNHE868226934",
"2025-01-20T06:03:58+00:00","404-8483587-8393930","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","CUSTOMER_DAMAGED","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNRP031970062",
"2025-01-19T16:24:43+00:00","407-2929329-5764326","amzn.gr.TUBOX3-WHI-m2SPxKTou3cA9VLniZ-LN","B0BTDTVCG2","X00273BAK5","TUBOPLUS TuboX3 Color Pressurizzatore di palline da tennis e paddle | Colore bianco","1","MXP5","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNHE894565256","Manca guarnizione"
"2025-01-19T08:33:55+00:00","406-1303939-0834720","TUBOX3-WHI","B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE287625413","Equivocacion del producto"
"2025-01-18T11:04:08+00:00","406-5327887-4148355","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29PSI X3e (No Incluye Bomba de Aire)","1","MAD4","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNWE287416525","No encuentro bomba que se adapte a este presurizador."
"2025-01-17T11:19:07+00:00","404-1500461-5499534","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNRP037094382",
"2025-01-16T02:18:25+00:00","404-6070105-1825968","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29 PSI X3e (non include la pompa dell'aria)","1","BTS2","SELLABLE","NOT_AS_DESCRIBED","Unit returned to inventory","LPNHE894735244","Notizie discordanti sulla presenza della pompa in dotazione"
"2025-01-14T13:30:56+00:00","171-0661768-3849149","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE275867021","Era para un regalo y la persona a la que se lo iba a regalar ya tiene"
"2025-01-14T06:49:12+00:00","403-3286388-5763517","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNIC107621577",
"2025-01-13T06:51:51+00:00","402-6340432-3659548","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNWE267982819","No es lo esperado"
"2025-01-12T15:04:06+00:00","404-2250824-7141913","35-DQ86-IJB4","B09266N893","X001D1A0DZ","TUBOX3 + Bomba - Presurizador Pelotas Pádel | Multiplica X7 La Vida De Tus Pelotas | Recupera La Presión De Tus Bolas Después De Cada Partido | Bote para 3 Pelotas | Accesorios Pádel","1","MAD4","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP034676942","Lo compré como regalo y está defectuoso. El bote está bien, pero la bomba está rota. No aísla bien cuando lo conectas y no llega el aire correctamente y lo pierde."
"2025-01-12T09:08:21+00:00","404-7834631-8465116","TUBOX3-PINK","B0BTDTN52N","X001PQRHT3","TUBOPLUS TuboX3 Couleur Pressurisateur de Balles de Tennis et Padel | Couleur Rose","1","ORY1","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNIC073028466",
"2025-01-11T22:52:33+00:00","403-6281422-7361148","MK-78DJ-J0C2","B0D22R7L7D","X0020AR9P5","TUBOPLUS 29 PSI X3e (non include la pompa dell'aria)","1","BTS2","SELLABLE","SWITCHEROO","Unit returned to inventory","LPNHE905394398","Doveva esserci la pompa come da foto ma non è arrivata. Così come si fa ad usarlo?! Lo restituisco."
"2025-01-10T14:38:36+00:00","405-4116578-4067553","IB-IKLG-TV8H","B0183RZ2VI","X000GERVU5","TuboPlus- TUBOX3 Orange 2020 Pallina da Tennis e Paddle Bottle Pressurizer Bottle - Salva Le Palle per Un Tubo !! - più Vita per Le tue Palle - Made in Zaragoza -Spain -","1","MXP5","SELLABLE","DEFECTIVE","Unit returned to inventory","LPNRP037249789","Letteralmente una truffa"
"2025-01-10T04:03:16+00:00","407-7191499-8586754","TUBOX3-WHI","B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","1","MAD4","SELLABLE","FOUND_BETTER_PRICE","Unit returned to inventory","LPNWE291594823","Miravia 19€"
"2025-01-09T23:37:53+00:00","402-2985816-9956342","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE275856254","Porque le falta el reloj y la bomba"
"2025-01-09T20:27:56+00:00","407-4868450-0132302","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE276845448","Era para un regalo y ya lo tiene."
"2025-01-09T16:40:48+00:00","402-1899864-8484341","TUBOX3-WHI","B0BTDTVCG2","X001PQP7JP","TUBOPLUS TuboX3 Color Presurizador de Pelotas de Tenis y Padel | Color Blanco","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE287363390",
"2025-01-09T01:21:56+00:00","405-9966241-3556367","35-DQ86-IJB4","B09266N893","X001D1A0DZ","TUBOX3 + Bomba - Presurizador Pelotas Pádel | Multiplica X7 La Vida De Tus Pelotas | Recupera La Presión De Tus Bolas Después De Cada Partido | Bote para 3 Pelotas | Accesorios Pádel","1","MAD4","CUSTOMER_DAMAGED","UNWANTED_ITEM","Unit returned to inventory","LPNIC114762466",
"2025-01-08T18:12:13+00:00","407-8845416-2321137","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","NO_REASON_GIVEN","Unit returned to inventory","LPNWE275581373","Era para regalo y ya lo tenian"
"2025-01-08T12:33:00+00:00","403-5428317-2243515","35-DQ86-IJB4","B09266N893","X001D1A0DZ","TUBOPLUS 35-DQ86-IJB4 Pressuriseur de Balles pour Tennis et Padel Adulte Unisexe, Transparent, 3 Boules","1","BTS2","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP027883944","Il ne fonctionne pas."
"2025-01-08T03:00:52+00:00","403-5266299-4965935","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE276813285",
"2025-01-08T00:18:56+00:00","407-1982985-4417903","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Drukhouder voor padel- en tennisballen, TUBOX4 Crystal (zonder pomp), compressor voor ballen, onmisbare accessoires","1","BTS2","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNHE913728979","Had ander pompje bij nodig"
"2025-01-07T20:07:46+00:00","408-0771546-8486735","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","1","MAD4","SELLABLE","ORDERED_WRONG_ITEM","Unit returned to inventory","LPNWE275657965","Creia que venia con la bomba"
"2025-01-07T14:31:52+00:00","171-0894020-6113143","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Tryckbåt för paddel och tennisbollar | TUBOX4 Crystal (INGEN pump) | Kompressor för bollar | Oumbärliga tillbehör","1","WRO1","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNHK260866868",
"2025-01-07T14:31:52+00:00","171-0894020-6113143","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Tryckbåt för paddel och tennisbollar | TUBOX4 Crystal (INGEN pump) | Kompressor för bollar | Oumbärliga tillbehör","1","WRO1","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNHK260960998",
"2025-01-07T11:48:31+00:00","402-8031569-7541906","84-F0A5-X7S1","B07ZTHSVCK","X001T0EPOZ","TuboPlus - Tubox4 Crystal + Pump med tryckmätare Beto - Tennis och Padel Bollar Tryck","1","PRG2","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNHE856917086",
"2025-01-07T10:27:36+00:00","408-1858097-1591558","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboPlus- TUBOX3 Blu 2020 Pallina da Tennis e Paddle Pressurizer Bottle - Salva Le Palle da Un Tubo !! - più Vita per Le tue Palle - Made in Zaragoza -Spain -","1","MXP5","DEFECTIVE","DEFECTIVE","Unit returned to inventory","LPNRP035333711","non funziona"
"2025-01-07T01:08:07+00:00","403-0655590-3711568","MD-R60M-OYR1","B0786KK4TG","X002326XGB","TuboX3 Color | TuboPlus - Presurizador de Pelotas de Tenis y Padel | Color Azul","1","MAD4","SELLABLE","UNWANTED_ITEM","Unit returned to inventory","LPNWE284759587","Era un regalo"
"2025-01-04T22:54:06+00:00","404-8901842-7383535","UG-965T-RORR","B07ZTHSVCK","X0013ZBBK7","TUBOPLUS UG-965T-RORR - TuboX4 Crystal+ Pomp met Manometer BETO - Pressurizer voor tennis en paddleballen,Neutral","1","BTS2","CUSTOMER_DAMAGED","NO_REASON_GIVEN","Unit returned to inventory","LPNWE279256107",
"2025-01-04T20:16:42+00:00","407-6886012-4001912","JW-4PNV-18BT","B0CZMGFD3S","X001ZWRDZP","TUBOPLUS 29PSI X3e (Incluye Bomba de Aire)","1","MAD4","SELLABLE","DEFECTIVE","Unit returned to inventory","LPNWE275711458","Hincha poco"
"2025-01-02T08:20:04+00:00","304-1166809-7177961","TUBOX4-CRY-SB","B0BTDS4GYS","X001PQP7KJ","TUBOPLUS - Druckbehälter für Padel- und Tennisbälle | TUBOX4 Crystal (ohne Pumpe) | Kompressor für Bälle | unverzichtbares Zubehör","1","PRG2","SELLABLE","UNDELIVERABLE_UNKNOWN","Unit returned to inventory","LPNHE858991784",
