Fecha,Ventas de productos encargados,Ventas de productos encargados: B2B,Unidades encargadas,Unidades encargadas - B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B,Promedio de ventas por artículo,Promedio de ventas por pedido: B2B,Promedio de unidades por pedido,Promedio de unidades por pedido: B2B,Precio de venta medio,Precio de venta medio - B2B,Visitas de página: aplicación de dispositivo móvil	,Visitas: aplicaciones de dispositivos móviles - B2B,Visitas: navegador,Visitas - Navegador - B2B,Visitas: total,Visitas - Total - B2B,Sesiones: aplicaciones de dispositivos móviles,Sesiones: aplicaciones de dispositivos móviles - B2B,Sesiones: navegador,Sesiones - Navegador - B2B,Sesiones: total,Sesiones - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Porcentaje de productos pedidos por sesión,Porcentaje de artículos de un pedido encargados por sesión: B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Promedio de ofertas,Promedio de productos parent,Unidades reembolsadas,Ratio de reembolsos,Valoraciones recibidas,Valoraciones negativas recibidas,Ratio de valoraciones negativas recibidas,Reclamaciones bajo la Garantía de la A a la Z concedidas,Importe de las reclamaciones,Ventas de productos enviados,Unidades enviadas,Pedidos enviados
12/5/25,"236,66 €","0,00 €",8,0,7,0,"33,81 €","0,00 €",1.14,0.00,"29,58 €","0,00 €",185,1,80,10,265,11,106,1,65,8,171,9,86.55%,87.50%,4.09%,0.00%,4.68%,0.00%,14,7,3,37.50%,0,0,0.00%,0,"0,00 €","156,20 €",7,7
13/5/25,"307,00 €","0,00 €",13,0,12,0,"25,58 €","0,00 €",1.08,0.00,"23,62 €","0,00 €",241,1,68,0,309,1,161,1,56,0,217,1,93.23%,100.00%,5.53%,0.00%,5.99%,0.00%,14,7,1,7.69%,0,0,0.00%,0,"0,00 €","310,74 €",14,14
14/5/25,"378,00 €","0,00 €",14,0,14,0,"27,00 €","0,00 €",1.00,0.00,"27,00 €","0,00 €",193,1,90,0,283,1,138,1,69,0,207,1,93.95%,100.00%,6.76%,0.00%,6.76%,0.00%,14,7,1,7.14%,0,0,0.00%,0,"0,00 €","226,45 €",11,10
15/5/25,"320,23 €","0,00 €",12,0,11,0,"29,11 €","0,00 €",1.09,0.00,"26,69 €","0,00 €",216,2,137,12,353,14,151,2,84,8,235,10,97.10%,100.00%,4.68%,0.00%,5.11%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","428,10 €",20,19
16/5/25,"150,00 €","0,00 €",7,0,7,0,"21,43 €","0,00 €",1.00,0.00,"21,43 €","0,00 €",187,0,96,7,283,7,134,0,70,5,204,5,97.14%,100.00%,3.43%,0.00%,3.43%,0.00%,14,7,1,14.29%,0,0,0.00%,0,"0,00 €","191,73 €",9,9
17/5/25,"239,69 €","0,00 €",9,0,9,0,"26,63 €","0,00 €",1.00,0.00,"26,63 €","0,00 €",222,3,83,1,305,4,151,2,63,1,214,3,95.28%,50.00%,4.21%,0.00%,4.21%,0.00%,13,7,1,11.11%,0,0,0.00%,0,"0,00 €","125,62 €",6,6
18/5/25,"334,69 €","0,00 €",12,0,12,0,"27,89 €","0,00 €",1.00,0.00,"27,89 €","0,00 €",214,17,105,8,319,25,144,11,81,6,225,17,98.85%,90.91%,5.33%,0.00%,5.33%,0.00%,13,7,0,0.00%,0,0,0.00%,0,"0,00 €","152,90 €",9,9
19/5/25,"282,69 €","0,00 €",11,0,11,0,"25,70 €","0,00 €",1.00,0.00,"25,70 €","0,00 €",145,4,94,0,239,4,111,3,69,0,180,3,95.79%,100.00%,6.11%,0.00%,6.11%,0.00%,13,7,0,0.00%,0,0,0.00%,0,"0,00 €","284,29 €",11,11
20/5/25,"191,00 €","0,00 €",6,0,6,0,"31,83 €","0,00 €",1.00,0.00,"31,83 €","0,00 €",147,1,108,5,255,6,98,1,78,5,176,6,98.21%,100.00%,3.41%,0.00%,3.41%,0.00%,13,7,0,0.00%,0,0,0.00%,0,"0,00 €","247,11 €",12,12
21/5/25,"404,33 €","0,00 €",15,0,15,0,"26,96 €","0,00 €",1.00,0.00,"26,96 €","0,00 €",175,1,95,5,270,6,122,1,67,2,189,3,95.56%,0.00%,7.94%,0.00%,7.94%,0.00%,13,7,3,20.00%,0,0,0.00%,0,"0,00 €","213,22 €",8,8
22/5/25,"470,11 €","0,00 €",16,0,16,0,"29,38 €","0,00 €",1.00,0.00,"29,38 €","0,00 €",190,3,90,5,280,8,136,2,75,4,211,6,97.59%,100.00%,7.58%,0.00%,7.58%,0.00%,14,8,1,6.25%,0,0,0.00%,0,"0,00 €","345,45 €",17,17
23/5/25,"340,51 €","20,00 €",13,1,13,1,"26,19 €","20,00 €",1.00,1.00,"26,19 €","20,00 €",118,0,93,17,211,17,93,0,67,8,160,8,97.70%,100.00%,8.13%,12.50%,8.13%,12.50%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","326,44 €",13,13
24/5/25,"142,00 €","0,00 €",6,0,6,0,"23,67 €","0,00 €",1.00,0.00,"23,67 €","0,00 €",176,0,50,0,226,0,115,0,42,0,157,0,95.79%,0.00%,3.82%,0.00%,3.82%,0.00%,14,7,0,0.00%,1,0,0.00%,0,"0,00 €","139,67 €",6,6
25/5/25,"165,00 €","0,00 €",6,0,5,0,"33,00 €","0,00 €",1.20,0.00,"27,50 €","0,00 €",134,2,79,4,213,6,97,2,58,4,155,6,95.11%,100.00%,3.23%,0.00%,3.87%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","155,37 €",8,7
26/5/25,"366,75 €","79,98 €",12,2,10,1,"36,68 €","79,98 €",1.20,2.00,"30,56 €","39,99 €",185,8,100,1,285,9,122,7,73,1,195,8,95.10%,71.43%,5.13%,12.50%,6.15%,25.00%,14,7,2,16.67%,0,0,0.00%,0,"0,00 €","334,69 €",12,10
27/5/25,"395,00 €","0,00 €",14,0,14,0,"28,21 €","0,00 €",1.00,0.00,"28,21 €","0,00 €",189,1,68,0,257,1,131,1,57,0,188,1,93.69%,100.00%,7.45%,0.00%,7.45%,0.00%,14,7,1,7.14%,0,0,0.00%,0,"0,00 €","261,16 €",12,12
28/5/25,"256,19 €","0,00 €",10,0,10,0,"25,62 €","0,00 €",1.00,0.00,"25,62 €","0,00 €",180,5,68,4,248,9,136,3,52,3,188,6,96.41%,100.00%,5.32%,0.00%,5.32%,0.00%,14,7,1,10.00%,0,0,0.00%,0,"0,00 €","179,34 €",9,9
29/5/25,"358,41 €","0,00 €",12,0,12,0,"29,87 €","0,00 €",1.00,0.00,"29,87 €","0,00 €",148,1,99,5,247,6,107,1,70,4,177,5,96.57%,100.00%,6.78%,0.00%,6.78%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","242,15 €",10,10
30/5/25,"162,00 €","20,00 €",6,1,6,1,"27,00 €","20,00 €",1.00,1.00,"27,00 €","20,00 €",206,5,83,2,289,7,151,5,60,2,211,7,95.44%,60.00%,2.84%,14.29%,2.84%,14.29%,14,7,1,16.67%,0,0,0.00%,0,"0,00 €","295,86 €",12,12
31/5/25,"241,51 €","0,00 €",9,0,9,0,"26,83 €","0,00 €",1.00,0.00,"26,83 €","0,00 €",222,1,71,0,293,1,154,1,62,0,216,1,93.63%,100.00%,4.17%,0.00%,4.17%,0.00%,14,7,1,11.11%,0,0,0.00%,0,"0,00 €","20,66 €",1,1
1/6/25,"351,33 €","0,00 €",13,0,13,0,"27,03 €","0,00 €",1.00,0.00,"27,03 €","0,00 €",261,0,63,2,324,2,176,0,47,2,223,2,98.17%,100.00%,5.83%,0.00%,5.83%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","204,13 €",9,9
2/6/25,"232,00 €","0,00 €",10,0,10,0,"23,20 €","0,00 €",1.00,0.00,"23,20 €","0,00 €",166,3,115,2,281,5,112,2,98,2,210,4,93.68%,100.00%,4.76%,0.00%,4.76%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","473,54 €",21,21
3/6/25,"548,10 €","0,00 €",19,0,19,0,"28,85 €","0,00 €",1.00,0.00,"28,85 €","0,00 €",203,7,118,3,321,10,136,3,89,3,225,6,93.04%,0.00%,8.44%,0.00%,8.44%,0.00%,14,7,1,5.26%,0,0,0.00%,0,"0,00 €","266,94 €",11,11
4/6/25,"363,00 €","62,00 €",14,2,14,2,"25,93 €","31,00 €",1.00,1.00,"25,93 €","31,00 €",195,2,88,4,283,6,130,2,65,4,195,6,92.06%,100.00%,7.18%,33.33%,7.18%,33.33%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","339,67 €",17,17
5/6/25,"152,41 €","0,00 €",6,0,6,0,"25,40 €","0,00 €",1.00,0.00,"25,40 €","0,00 €",153,1,62,3,215,4,105,1,51,3,156,4,95.08%,100.00%,3.85%,0.00%,3.85%,0.00%,14,7,1,16.67%,0,0,0.00%,0,"0,00 €","255,37 €",12,12
6/6/25,"213,15 €","0,00 €",9,0,8,0,"26,64 €","0,00 €",1.12,0.00,"23,68 €","0,00 €",97,4,80,3,177,7,69,1,53,2,122,3,92.36%,100.00%,6.56%,0.00%,7.38%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","244,63 €",11,11
7/6/25,"260,33 €","20,00 €",12,1,12,1,"21,69 €","20,00 €",1.00,1.00,"21,69 €","20,00 €",126,7,30,0,156,7,83,1,22,0,105,1,96.15%,100.00%,11.43%,100.00%,11.43%,100.00%,14,7,1,8.33%,0,0,0.00%,0,"0,00 €","144,63 €",8,8
8/6/25,"154,00 €","0,00 €",5,0,5,0,"30,80 €","0,00 €",1.00,0.00,"30,80 €","0,00 €",122,1,37,0,159,1,87,1,30,0,117,1,93.98%,100.00%,4.27%,0.00%,4.27%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","128,10 €",7,7
9/6/25,"157,00 €","0,00 €",6,0,6,0,"26,17 €","0,00 €",1.00,0.00,"26,17 €","0,00 €",78,0,76,0,154,0,56,0,54,0,110,0,90.00%,0.00%,5.45%,0.00%,5.45%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","166,94 €",8,8
10/6/25,"357,33 €","0,00 €",16,0,15,0,"23,82 €","0,00 €",1.07,0.00,"22,33 €","0,00 €",142,4,60,1,202,5,103,2,45,1,148,3,90.34%,100.00%,10.14%,0.00%,10.81%,0.00%,13,7,1,6.25%,0,0,0.00%,0,"0,00 €","249,59 €",13,13
11/6/25,"167,00 €","0,00 €",7,0,7,0,"23,86 €","0,00 €",1.00,0.00,"23,86 €","0,00 €",95,2,39,0,134,2,72,2,33,0,105,2,88.24%,100.00%,6.67%,0.00%,6.67%,0.00%,14,7,1,14.29%,0,0,0.00%,0,"0,00 €","168,60 €",8,8
12/6/25,"122,66 €","0,00 €",5,0,5,0,"24,53 €","0,00 €",1.00,0.00,"24,53 €","0,00 €",137,4,38,0,175,4,94,2,33,0,127,2,94.70%,0.00%,3.94%,0.00%,3.94%,0.00%,14,7,2,40.00%,0,0,0.00%,0,"0,00 €","156,20 €",7,7
13/6/25,"36,53 €","16,53 €",2,1,2,1,"18,26 €","16,53 €",1.00,1.00,"18,26 €","16,53 €",65,2,34,6,99,8,50,1,31,5,81,6,93.10%,100.00%,2.47%,16.67%,2.47%,16.67%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","49,59 €",3,3
14/6/25,"93,00 €","0,00 €",4,0,4,0,"23,25 €","0,00 €",1.00,0.00,"23,25 €","0,00 €",98,0,29,0,127,0,70,0,23,0,93,0,93.69%,0.00%,4.30%,0.00%,4.30%,0.00%,14,7,1,25.00%,0,0,0.00%,0,"0,00 €","27,27 €",1,1
15/6/25,"135,00 €","0,00 €",5,0,5,0,"27,00 €","0,00 €",1.00,0.00,"27,00 €","0,00 €",96,0,69,10,165,10,66,0,43,4,109,4,83.69%,83.33%,4.59%,0.00%,4.59%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","84,30 €",4,4
16/6/25,"60,00 €","0,00 €",3,0,3,0,"20,00 €","0,00 €",1.00,0.00,"20,00 €","0,00 €",119,0,54,0,173,0,79,0,41,0,120,0,94.53%,0.00%,2.50%,0.00%,2.50%,0.00%,14,7,1,33.33%,1,0,0.00%,0,"0,00 €","126,45 €",7,7
17/6/25,"217,00 €","0,00 €",10,0,9,0,"24,11 €","0,00 €",1.11,0.00,"21,70 €","0,00 €",104,0,54,3,158,3,72,0,39,2,111,2,95.45%,100.00%,8.11%,0.00%,9.01%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","171,08 €",10,9
18/6/25,"84,99 €","39,99 €",3,1,3,1,"28,33 €","39,99 €",1.00,1.00,"28,33 €","39,99 €",105,3,38,2,143,5,73,2,30,2,103,4,92.37%,100.00%,2.91%,25.00%,2.91%,25.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","128,09 €",6,6
19/6/25,"187,00 €","0,00 €",8,0,8,0,"23,38 €","0,00 €",1.00,0.00,"23,38 €","0,00 €",99,15,57,3,156,18,66,6,46,3,112,9,89.86%,60.00%,7.14%,0.00%,7.14%,0.00%,14,7,2,25.00%,0,0,0.00%,0,"0,00 €","138,02 €",7,7
20/6/25,"82,00 €","0,00 €",3,0,3,0,"27,33 €","0,00 €",1.00,0.00,"27,33 €","0,00 €",57,0,34,0,91,0,38,0,29,0,67,0,100.00%,0.00%,4.48%,0.00%,4.48%,0.00%,14,7,1,33.33%,0,0,0.00%,0,"0,00 €","33,06 €",2,2
21/6/25,"110,33 €","0,00 €",5,0,5,0,"22,07 €","0,00 €",1.00,0.00,"22,07 €","0,00 €",72,1,33,0,105,1,55,1,22,0,77,1,93.55%,100.00%,6.49%,0.00%,6.49%,0.00%,14,7,1,20.00%,0,0,0.00%,0,"0,00 €","33,06 €",2,2
22/6/25,"69,00 €","0,00 €",4,0,4,0,"17,25 €","0,00 €",1.00,0.00,"17,25 €","0,00 €",113,0,38,7,151,7,74,0,27,3,101,3,94.96%,0.00%,3.96%,0.00%,3.96%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","109,09 €",5,5
23/6/25,"140,00 €","0,00 €",7,0,5,0,"28,00 €","0,00 €",1.40,0.00,"20,00 €","0,00 €",64,0,54,1,118,1,43,0,40,1,83,1,93.68%,0.00%,6.02%,0.00%,8.43%,0.00%,14,7,1,14.29%,0,0,0.00%,0,"0,00 €","148,77 €",9,7
24/6/25,"247,00 €","0,00 €",11,0,10,0,"24,70 €","0,00 €",1.10,0.00,"22,45 €","0,00 €",78,2,49,3,127,5,58,1,39,3,97,4,92.17%,100.00%,10.31%,0.00%,11.34%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","86,78 €",5,4
25/6/25,"158,54 €","0,00 €",7,0,7,0,"22,65 €","0,00 €",1.00,0.00,"22,65 €","0,00 €",103,0,53,1,156,1,68,0,42,1,110,1,89.55%,0.00%,6.36%,0.00%,6.36%,0.00%,14,7,1,14.29%,0,0,0.00%,0,"0,00 €","231,41 €",12,12
26/6/25,"187,00 €","0,00 €",8,0,8,0,"23,38 €","0,00 €",1.00,0.00,"23,38 €","0,00 €",85,0,40,3,125,3,63,0,36,2,99,2,93.20%,66.67%,8.08%,0.00%,8.08%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","154,55 €",8,8
27/6/25,"105,41 €","0,00 €",5,0,5,0,"21,08 €","0,00 €",1.00,0.00,"21,08 €","0,00 €",126,0,49,1,175,1,96,0,38,1,134,1,96.15%,100.00%,3.73%,0.00%,3.73%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","69,43 €",5,5
28/6/25,"110,00 €","0,00 €",5,0,5,0,"22,00 €","0,00 €",1.00,0.00,"22,00 €","0,00 €",138,1,37,0,175,1,102,1,30,0,132,1,94.84%,0.00%,3.79%,0.00%,3.79%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","66,12 €",4,4
29/6/25,"192,00 €","20,00 €",8,1,8,1,"24,00 €","20,00 €",1.00,1.00,"24,00 €","20,00 €",209,0,47,9,256,9,142,0,39,7,181,7,92.56%,71.43%,4.42%,14.29%,4.42%,14.29%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","132,23 €",7,7
30/6/25,"390,07 €","0,00 €",17,0,17,0,"22,95 €","0,00 €",1.00,0.00,"22,95 €","0,00 €",153,0,104,9,257,9,107,0,81,8,188,8,92.52%,100.00%,9.04%,0.00%,9.04%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","204,14 €",11,11
1/7/25,"267,00 €","0,00 €",10,0,10,0,"26,70 €","0,00 €",1.00,0.00,"26,70 €","0,00 €",179,0,89,0,268,0,131,0,65,0,196,0,92.17%,0.00%,5.10%,0.00%,5.10%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","185,12 €",9,9
2/7/25,"407,41 €","0,00 €",16,0,15,0,"27,16 €","0,00 €",1.07,0.00,"25,46 €","0,00 €",217,0,71,2,288,2,159,0,61,2,220,2,93.93%,0.00%,6.82%,0.00%,7.27%,0.00%,14,7,1,6.25%,0,0,0.00%,0,"0,00 €","366,94 €",17,16
3/7/25,"219,00 €","0,00 €",8,0,8,0,"27,38 €","0,00 €",1.00,0.00,"27,38 €","0,00 €",168,2,74,9,242,11,125,2,57,3,182,5,97.67%,100.00%,4.40%,0.00%,4.40%,0.00%,14,7,1,12.50%,0,0,0.00%,0,"0,00 €","261,98 €",12,12
4/7/25,"308,33 €","20,00 €",11,1,11,1,"28,03 €","20,00 €",1.00,1.00,"28,03 €","20,00 €",233,4,58,0,291,4,165,2,49,0,214,2,98.81%,100.00%,5.14%,50.00%,5.14%,50.00%,14,7,1,9.09%,0,0,0.00%,0,"0,00 €","297,52 €",12,12
5/7/25,"304,00 €","0,00 €",11,0,10,0,"30,40 €","0,00 €",1.10,0.00,"27,64 €","0,00 €",161,1,53,2,214,3,133,1,41,1,174,2,98.44%,100.00%,5.75%,0.00%,6.32%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","230,58 €",10,9
6/7/25,"338,33 €","0,00 €",12,0,12,0,"28,19 €","0,00 €",1.00,0.00,"28,19 €","0,00 €",301,2,98,2,399,4,204,2,67,2,271,4,95.71%,100.00%,4.43%,0.00%,4.43%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","128,10 €",7,7
7/7/25,"271,00 €","0,00 €",10,0,10,0,"27,10 €","0,00 €",1.00,0.00,"27,10 €","0,00 €",240,6,86,1,326,7,161,3,62,1,223,4,98.21%,100.00%,4.48%,0.00%,4.48%,0.00%,14,7,1,10.00%,0,0,0.00%,0,"0,00 €","328,93 €",15,15
8/7/25,"347,00 €","0,00 €",14,0,14,0,"24,79 €","0,00 €",1.00,0.00,"24,79 €","0,00 €",366,1,119,16,485,17,239,1,91,12,330,13,97.05%,80.00%,4.24%,0.00%,4.24%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","304,96 €",13,13
9/7/25,"605,58 €","0,00 €",24,0,23,0,"26,33 €","0,00 €",1.04,0.00,"25,23 €","0,00 €",265,0,189,7,454,7,178,0,143,6,321,6,99.46%,100.00%,7.17%,0.00%,7.48%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","312,41 €",16,16
10/7/25,"577,80 €","0,00 €",22,0,22,0,"26,26 €","0,00 €",1.00,0.00,"26,26 €","0,00 €",266,4,142,2,408,6,177,3,108,1,285,4,99.73%,100.00%,7.72%,0.00%,7.72%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","513,24 €",23,23
11/7/25,"509,60 €","0,00 €",25,0,25,0,"20,38 €","0,00 €",1.00,0.00,"20,38 €","0,00 €",312,15,118,2,430,17,220,13,94,2,314,15,100.00%,100.00%,7.96%,0.00%,7.96%,0.00%,14,7,1,4.00%,0,0,0.00%,0,"0,00 €","365,32 €",19,19
12/7/25,"208,83 €","18,00 €",10,1,10,1,"20,88 €","18,00 €",1.00,1.00,"20,88 €","18,00 €",201,5,72,5,273,10,142,4,59,4,201,8,98.72%,100.00%,4.98%,12.50%,4.98%,12.50%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","154,57 €",9,9
13/7/25,"248,69 €","0,00 €",9,0,8,0,"31,09 €","0,00 €",1.12,0.00,"27,63 €","0,00 €",230,0,75,1,305,1,148,0,57,1,205,1,98.79%,100.00%,3.90%,0.00%,4.39%,0.00%,14,7,1,11.11%,0,0,0.00%,0,"0,00 €","238,06 €",15,15
14/7/25,"335,00 €","0,00 €",13,0,13,0,"25,77 €","0,00 €",1.00,0.00,"25,77 €","0,00 €",283,2,85,2,368,4,208,1,68,2,276,3,97.19%,66.67%,4.71%,0.00%,4.71%,0.00%,14,7,2,15.38%,0,0,0.00%,0,"0,00 €","338,03 €",16,16
15/7/25,"237,00 €","0,00 €",9,0,9,0,"26,33 €","0,00 €",1.00,0.00,"26,33 €","0,00 €",233,1,89,2,322,3,148,1,62,2,210,3,99.26%,66.67%,4.29%,0.00%,4.29%,0.00%,14,7,1,11.11%,0,0,0.00%,0,"0,00 €","289,27 €",13,12
16/7/25,"239,00 €","0,00 €",10,0,10,0,"23,90 €","0,00 €",1.00,0.00,"23,90 €","0,00 €",209,0,83,3,292,3,140,0,59,2,199,2,98.80%,66.67%,5.03%,0.00%,5.03%,0.00%,14,7,1,10.00%,0,0,0.00%,0,"0,00 €","238,02 €",11,11
17/7/25,"313,00 €","18,00 €",12,1,12,1,"26,08 €","18,00 €",1.00,1.00,"26,08 €","18,00 €",192,5,84,6,276,11,141,5,72,5,213,10,98.74%,77.78%,5.63%,10.00%,5.63%,10.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","257,87 €",13,13
18/7/25,"180,00 €","0,00 €",7,0,7,0,"25,71 €","0,00 €",1.00,0.00,"25,71 €","0,00 €",209,0,61,1,270,1,137,0,42,1,179,1,99.58%,0.00%,3.91%,0.00%,3.91%,0.00%,14,7,1,14.29%,0,0,0.00%,0,"0,00 €","154,55 €",7,7
19/7/25,"273,00 €","0,00 €",10,0,10,0,"27,30 €","0,00 €",1.00,0.00,"27,30 €","0,00 €",176,7,95,0,271,7,127,5,66,0,193,5,99.57%,100.00%,5.18%,0.00%,5.18%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","183,47 €",8,8
20/7/25,"268,00 €","0,00 €",11,0,11,0,"24,36 €","0,00 €",1.00,0.00,"24,36 €","0,00 €",245,1,69,1,314,2,160,1,56,1,216,2,98.87%,100.00%,5.09%,0.00%,5.09%,0.00%,14,7,0,0.00%,0,0,0.00%,0,"0,00 €","228,93 €",10,10